product-base href,img-responsive src,product-brand,product-product
https://www.myntra.com/dresses/delan/delan-women-shirt-collar-jacquard-blazer-dresses-mini-dress/27731660/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27731660/2024/2/20/1d909222-3924-48b4-b153-7697823243701708444687708DELANJacquardShirtDress1.jpg",DELAN,Jacquard Blazer Dress
https://www.myntra.com/ethnic-dresses/here%26now/herenow-grey-ethnic-motif-printed-fit-and-flare-midi-ethnic-dresses/22955580/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22955580/2023/4/29/f4522260-9cd9-4b4e-948d-f4f405f34f5a1682763967454EthnicDresses1.jpg",HERE&NOW,Printed Midi Ethnic Dresses
https://www.myntra.com/dresses/boohoo/boohoo-off-shoulder-ruched-mesh-bodycon-dress/24403606/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24403606/2023/9/5/ae3e3091-a6b9-4092-a88b-f8f417a942bc1693913652473DressesBoohooWomenTopsBoohooWomenDressesBoohooWomenJumpsuitB1.jpg",Boohoo,Off-Shoulder Mesh Midi Dress
https://www.myntra.com/ethnic-dresses/rang+by+indya/rang-by-indya-women-teal-printed-a-line-midi-dresses/19134290/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19134290/2022/7/16/003d310b-f516-4c83-9af7-5c30379c6c3d1657951257851GreenGeoMixPrintA-LineDress1.jpg",Rang by Indya,Women Printed A-Line Midi Dresses
https://www.myntra.com/ethnic-dresses/nitvan/nitvan-floral-printed-pleated-detail-maternity-cotton-fit-and-flare-ethnic-dresses/24909928/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24909928/2023/9/11/f4b12745-d6b7-498c-a574-857f5d9eca771694425312070NITVANWomenOrangeEthnicMotifsPrintedFlaredSleevesBlockPrintM1.jpg",NITVAN,Printed Cotton Ethnic Dresses
https://www.myntra.com/dresses/bebe/bebe-all-day-pure-acrylic-knitted-ribbed-sweater-dress/24753364/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24753364/2023/12/6/6c662ac0-2d5f-4897-b630-ce719c4984571701856905371-bebe-Women-Dresses-2691701856905046-1.jpg",bebe,All Day Acrylic Knitted Dress
https://www.myntra.com/ethnic-dresses/pukhya/pukhya-floral-printed-a-line-ethnic-dresses/25440318/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25440318/2023/10/11/8ea5f1c8-1f35-44fd-a872-47f13de9351b1697012735654PUKHYAWomensViscosePrintedFullSleeveAnarkaliFitFlaredDress1.jpg",PUKHYA,Floral A-Line Ethnic Dresses
https://www.myntra.com/ethnic-dresses/fab+dadu/fab-dadu-abstract-printed-fit--flare-ethnic-dresses-with-duppata/28531366/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28531366/2024/3/27/a9f70722-6d74-4591-b378-c2d026aa737f1711528713656EthnicDresses1.jpg",Fab Dadu,Ethnic Dresses & Duppata
https://www.myntra.com/dresses/mango/mango-printed-puff-sleeve-a-line-midi-dress/28774548/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28774548/2024/5/15/3af4a183-8dab-4c2b-9510-a4b1494894ab1715758209580MANGOPrintedPuffSleeveA-LineMidiDress1.jpg",MANGO,Printed A-Line Midi Dress
https://www.myntra.com/ethnic-dresses/nitvan/nitvan-floral-printed-pleated-detail-maternity-cotton-fit-and-flare-ethnic-dresses/24909456/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24909456/2023/9/11/7ed0f46e-495a-4b33-9cba-c4c8b6703aa41694421419928NITVANWomenBlackEthnicMotifsPrintedFlaredSleevesBlockPrintMa1.jpg",NITVAN,Printed Cotton Ethnic Dresses
https://www.myntra.com/ethnic-dresses/mialo+fashion/mialo-fashion-printed-fit--flared-midi-maternity-ethnic-dresses/29563632/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29563632/2024/5/16/6b9c17bc-6afc-48ad-aa91-4aa00dfbd1511715844766439EthnicDresses1.jpg",Mialo fashion,Maternity Ethnic Dresses
https://www.myntra.com/ethnic-dresses/pink+fort/pink-fort-printed-cotton-v-neck-ethnic-dresses/23788018/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23788018/2023/6/28/f22eadeb-0def-407a-ad60-56aa659818651687931307371EthnicDresses1.jpg",Pink Fort,Printed Ethnic Dresses
https://www.myntra.com/ethnic-dresses/chhabra+555/chhabra-555-embroidered-anarkali-gown-ethnic-dresses/24953472/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24953472/2023/9/13/7a0f93f3-e60d-4b3e-8947-835ae664c3e31694592846343EthnicDresses1.jpg",Chhabra 555,Anarkali Gown Ethnic Dresses
https://www.myntra.com/dresses/sztori/sztori-plus-size-floral-print-a-line-midi-dress/26530556/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26530556/2024/4/24/bc6ce453-4727-4e59-99f2-09ad79bb2f161713958215257-Sztori-Women-Dresses-2361713958214658-1.jpg",Sztori,Plus Size Printed Midi Dress
https://www.myntra.com/ethnic-dresses/taavi/-taavi-chikankari-embroidered-pure-cotton-a-line-midi-ethnic-dresses/27361910/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27361910/2024/5/30/3bb2adb1-0c91-4069-8474-4a660ed2001e1717063188334-Taavi-Women-Ethnic-Dresses-7281717063187922-1.jpg",Taavi,Chikankari Ethnic Dresses
https://www.myntra.com/ethnic-dresses/gulab+chand+trends/gulab-chand-trends-floral-a-line-midi-ethnic-dresses/21257216/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21257216/2023/1/28/44ced093-2fc1-4538-9e04-e2ba70c2f2931674886274421-Twilldor-Floral-A-Line-Midi-Dress-3861674886273889-3.jpg",GULAB CHAND TRENDS,Floral Midi Ethnic Dresses
https://www.myntra.com/dresses/styli/styli-striped-shirt-collar-cuffed-sleeves-semi-sheer-belted-maxi-dress/22954260/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22954260/2023/4/29/bd64d70e-030a-4ba3-82d4-04c4e3be968d1682741924051StyliNavyBlueCheckedMaxiDress1.jpg",Styli,Shirt Collar Striped Dress
https://www.myntra.com/ethnic-dresses/indya/indya-women-floral-printed-georgette-a-line-layered-maxi-ethnic-dresses/21498192/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21498192/2023/1/10/14782d56-99f4-4759-862c-76c182c47cf41673355891841GreenDabuPrintLayeredMaxiKurta1.jpg",INDYA,Georgette Ethnic Dresses
https://www.myntra.com/ethnic-dresses/henal/henal-ethnic-motifs-printed-cotton-maternity-fit-and-flare-ethnic-dresses/25302242/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25302242/2023/9/30/cc374092-5f1d-4649-8477-80720641cebd1696070185350HenalWomenMustardYellowGeometricPrintedThreadWorkMaternityAn1.jpg",Henal,Maternity Ethnic Dresses
https://www.myntra.com/dresses/miss+chase/miss-chase-pink-embellished-georgette-maxi-dress/18284560/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18284560/2022/5/16/e9f2e206-093e-4f72-8a78-0813cca8fd701652699567597MissChasePinkEmbellishedGeorgetteMaxiDress4.jpg",Miss Chase,Embellished Georgette Maxi Dress
https://www.myntra.com/ethnic-dresses/pukhya/pukhya-floral-printed-tiered-cotton-a-line-midi-ethnic-dresses/25440332/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25440332/2023/10/12/f8b46abf-fb10-4361-bf60-23dcc71e13a41697049037009PUKHYAYellowFloralPrintA-LineMidiDress1.jpg",PUKHYA,Cotton A-Line Ethnic Dresses
https://www.myntra.com/ethnic-dresses/taavi/taavi-bagru-printed-printed-a-line-pure-cotton-ethnic-dresses/27361830/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27361830/2024/6/12/f883534f-1598-4446-86e0-94e86cc413ec1718191773162-Taavi-Women-Ethnic-Dresses-8191718191772764-1.jpg",Taavi,Bagru Printed Ethnic Dresses
https://www.myntra.com/dresses/stylecast/stylecast-floral-printed-shoulder-straps-bodycon-dresses/26770354/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26770354/2024/1/4/c8480678-6ba5-481e-9785-9a42a198f2c91704341974515StyleCastYellowDress1.jpg",StyleCast,Floral Printed Bodycon Dresses
https://www.myntra.com/ethnic-dresses/juniper/juniper-printed-cotton-tiered-maxi-length-ethnic-dresses/22939710/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22939710/2023/4/28/873b30b4-d4ef-4f6f-8376-81656626fd5a1682676847651JuniperWomenSBabyPinkCottonVoilePrintedTieredMaxiDress1.jpg",Juniper,Printed Tiered Ethnic Dresses
https://www.myntra.com/dresses/deebaco/deebaco-square-neck-tiered-fit--flare-maxi-dress/23722580/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23722580/2023/6/22/c2897c8b-ac24-4c40-8d7d-d759541e2b451687429626945DEEBACOMaroonPuffSleeveMaxiDress1.jpg",DEEBACO,Fit & Flare Maxi Dress
https://www.myntra.com/dresses/trendyol/trendyol-women-print-maxi-dress/27677982/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27677982/2024/2/20/5f09fda8-0878-450b-b585-533dbd3509831708421434185TrendyolPrintMaxiDress1.jpg",Trendyol,Women Print Maxi Dress
https://www.myntra.com/ethnic-dresses/mialo+fashion/mialo-fashion-floral-printed-fit-and-flare-maternity-ethnic-dresses-with-dupatta/26703996/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26703996/2023/12/28/b2139437-7dd6-46e3-9507-5a6ba7672b521703758191327KurtaSets1.jpg",Mialo fashion,Ethnic Dresses With Dupatta
https://www.myntra.com/dresses/mast+%26+harbour/mast--harbour-women-navy-blue--white-striped-a-line-dress/13391600/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13391600/2021/2/9/33d62191-3477-4a4f-a043-bf3322f611381612864198974-Mast--Harbour-Women-Navy-Blue-Striped-A-Line-Dress-681612864-5.jpg",Mast & Harbour,Striped A-Line Dress
https://www.myntra.com/ethnic-dresses/taavi/taavi-kalamkari-ethnic-motifs-printed-a-line-pure-cotton-ethnic-dresses/23873642/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23873642/2023/12/5/7c2d76d8-93a0-48fa-824a-98574f2e4e291701773070504-Taavi-Women-Ethnic-Dresses-2471701773070145-1.jpg",Taavi,Kalamkari Ethnic Dress
https://www.myntra.com/ethnic-dresses/taavi/taavi-pure-cotton-printed-bagru-maxi-ethnic-dresses/21513870/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21513870/2023/12/15/67444f74-08a6-4814-aef4-b9d5a3e0fd571702638241974-Taavi-Women-Ethnic-Dresses-9231702638241554-1.jpg",Taavi,Bagru Maxi Ethnic Dresses
https://www.myntra.com/dresses/athena/athena-women-embellished-sleeveless-sheath-midi-dress/20195290/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20195290/2022/9/28/b3769fb6-515b-4161-a91b-2b4337f522af1664353103009AthenaMaroonSideSlitEmbellishedDresswithBackKeyhole1.jpg",Athena,Embellished Sheath Midi Dress
https://www.myntra.com/ethnic-dresses/pukhya/pukhya-floral-printed-tiered-a-line-ethnic-dresses/25440338/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25440338/2023/10/11/753d32f0-7d1a-4569-9ff5-821bb97eb30f1697012745959PUKHYAWomensViscoseRoundNeckSolidEmbroideredTierDressFitFlar1.jpg",PUKHYA,Floral A-Line Ethnic Dresses
https://www.myntra.com/ethnic-dresses/kalini/kalini-ethnic-motifs-printed-embroidered-detail-a-line-ethnic-dresses/25509326/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25509326/2023/10/17/3b2982d9-826b-4610-b36b-0f1d3dd52e461697522467909KALINIWomenBlueEthnicMotifsPrintedSequinnedFloralAnarkaliKur1.jpg",KALINI,Printed A-Line Ethnic Dresses
https://www.myntra.com/dresses/souchii/souchii-floral-printed-mandarin-collar-chiffon-a-line-midi-dresses/28898586/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28898586/2024/4/13/3e58179d-62bc-4f09-9820-fda515efd22a1712990213694SouchiiDress1.jpg",Souchii,Printed A-Line Midi Dresses
https://www.myntra.com/ethnic-dresses/black+%26+blah+blah/black--blah-blah-printed-cotton-flared-ethnic-midi-gown-dresses-/27950182/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27950182/2024/2/29/984aa26f-2c36-4cd7-8664-43fb086f0eee1709208024537WomenA-LinePrintedCottonEthnicDresses1.jpg",BLACK & BLAH BLAH,Printed Midi Ethnic Dresses
https://www.myntra.com/dresses/styli/styli-puffed-sleeves-cut-out-maxi-dress/23523770/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23523770/2023/6/5/a40ea635-d40e-434d-8f02-990590c9352c1685939871753StyliPinkCold-ShoulderMaxiDress1.jpg",Styli,Cut-Out Maxi Dress
https://www.myntra.com/dresses/lulu+%26+sky/lulu--sky-women-maxi-dress/29627852/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29627852/2024/5/17/8a3092f4-0ae3-4c78-bca5-76b8e5a925061715966223388LULUSKYMaxiDress1.jpg",LULU & SKY,Maxi Dress
https://www.myntra.com/ethnic-dresses/chandbaali/chandbaali-chevron-printed-tiered-midi-ethnic-dresses/28206460/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28206460/2024/3/12/173959f0-969e-4f1b-bea2-9727b2a0f16e1710239652115EthnicDresses1.jpg",Chandbaali,Chevron Printed Ethnic Dresses
https://www.myntra.com/dresses/pluss/pluss-pink-smocked-printed-fit--flare-dress/20554706/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20554706/2022/11/10/e333b78c-ab73-4c72-954a-cce6d3fec1ba1668077065337-plusS-Women-Dresses-1731668077064844-1.jpg",plusS,Printed Fit & Flare Dress
https://www.myntra.com/ethnic-dresses/souchii/souchii-geometric-printed-boat-neck-midi-ethnic-dresses/28044878/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28044878/2024/3/5/38054138-789c-4776-84aa-c1a01b3aab481709630420457SouchiiDress1.jpg",Souchii,Printed Midi Ethnic Dresses
https://www.myntra.com/ethnic-dresses/taavi/taavi-pure-cotton-printed-ajrakh-wrap-ethnic-dresses/21513964/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21513964/2023/12/15/6069c8b0-01eb-4479-bc4e-74e17262ed301702638250609-Taavi-Women-Ethnic-Dresses-1471702638250212-1.jpg",Taavi,Ajrakh Wrap Ethnic Dresses
https://www.myntra.com/dresses/athena/athena-women-bright-pink-solid-pleated-form-dress/17650672/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17650672/2022/4/1/34c45f03-aaf5-404d-a133-3283c8bb1c181648806890275-Athena-Pink-pleated-off-shoulder-maxi-dress-6651648806889771-1.jpg",Athena,Solid Pleated Form Dress
https://www.myntra.com/dresses/h%26m/hm-smoked-bodycon-dresses/25358024/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25358024/2023/10/6/0508b6eb-e8e9-4fc9-8a12-e99270eab2ce1696601415918HMSmokedBodyconDresses1.jpg",H&M,Smoked Bodycon Dresses
https://www.myntra.com/ethnic-dresses/here%26now/-herenow-tiered-flared-midi-ethnic-dresses/29928667/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29928667/2024/6/8/ebe591f8-3468-4278-9947-d653d71d066b1717862890938PinkViscoseTieredFlaredDress1.jpg",HERE&NOW,Flared Midi Ethnic Dresses
https://www.myntra.com/ethnic-dresses/crafiqa/crafiqa-women-coffee-brown--blue-printed-cotton-a-line-maternity--nursing-ethnic-dresses/20774520/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/20774520/2022/11/16/a3240ea8-f1f1-4ac3-a6a2-1bbdf72be7c51668594256331FloralPrintedMaternityNursingCottonKurta1.jpg",CRAFIQA,Women Cotton Maternity Dresses
https://www.myntra.com/ethnic-dresses/nitvan/nitvan-floral-printed-pleated-detail-maternity-cotton-fit-and-flare-ethnic-dresses/24908982/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24908982/2023/9/11/1d721f07-6105-4398-abfb-28230d8622821694421529359NITVANWomenMulticolouredFloralPrintedThreadWorkBlockPrintMat1.jpg",NITVAN,Printed Cotton Ethnic Dresses
https://www.myntra.com/dresses/styli/styli-floral-printed-maxi-dress/21794498/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21794498/2023/2/1/949869b5-3de0-44d5-b06e-2bf4b5d7c44d1675246709740FrillSleeveFloralPrintLayeredMaxiDress1.jpg",Styli,Floral Printed Maxi Dress
https://www.myntra.com/dresses/lulu+%26+sky/lulu--sky-women-maxi-dress/28886076/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28886076/2024/4/12/6351efe5-7843-412f-9f18-69609eb2c8bc1712913433325LULUSKYMaxiDress1.jpg",LULU & SKY,Maxi Dress
https://www.myntra.com/dresses/trendyol/trendyol-women-backless-bodycon-midi-dress/27677692/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27677692/2024/2/20/95c3d0c9-ef82-4688-85c1-de7be113533b1708396858594TrendyolBodyconMidiDress1.jpg",Trendyol,Bodycon Midi Dress
https://www.myntra.com/dresses/athena/athena-green-striped-puff-sleeve-ruffled-georgette-a-line-midi-dress/29164032/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29164032/2024/4/24/5d08501b-118c-4cc2-866e-e36122bfc4fe1713959858803AthenaStripedRuffledGeorgetteA-LineDress1.jpg",Athena,Georgette A-Line Midi Dress
https://www.myntra.com/ethnic-dresses/dressberry/dressberry-teal-green-geometric-embroidered-flared-sleeve-fit--flare-maxi-ethnic-dresses/24937572/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24937572/2023/9/13/0203cddd-e717-4286-a478-244bbff7a6901694589805902DressBerryTealEmbellishedFlaredSleeveGeorgetteA-LineMidiDres1.jpg",DressBerry,Geometric Maxi Ethnic Dresses
https://www.myntra.com/ethnic-dresses/kaajh/kaajh-women-turquoise-blue-printed-cotton-ethnic-dresses/19816856/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19816856/2022/9/8/92b3c63b-3629-4ce8-81f9-abac6a2ca4cf1662617059302KAAJHWomenTurquoiseBluePrintedCottonEthnicDresses1.jpg",KAAJH,Women Printed Cotton Ethnic Dresses
https://www.myntra.com/dresses/colour+me+by+melange/colour-me-by-melange-floral-print-shirt-collar-shirt-midi-dress/28884866/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28884866/2024/4/12/b7ff7052-bfdd-4008-89dc-e7321f83b5b31712912148530ColourMebyMelangeFloralPrintShirtMidiDress1.jpg",Colour Me by Melange,Floral Print Shirt Midi Dress
https://www.myntra.com/ethnic-dresses/stylum/stylum-printed-flared-ethnic-dresses/29718182/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29718182/2024/5/22/77cbefcc-dd60-47c5-96aa-a5bc2da5138c1716388436182WomensFloralPrintedRayonFlaredKurta1.jpg",Stylum,Printed Flared Ethnic Dresses
https://www.myntra.com/dresses/ambraee/ambraee-women-striped-midi-dress/19180042/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19180042/2022/7/20/eda7df9b-99eb-4880-b561-cbfcbbd4fc751658290629814Dresses1.jpg",Ambraee,Women Striped Midi Dress
