Image ID,Image Source,Image Link
036b8236-0151-3373-bfcc-cd306503cf45,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24909456/2023/9/11/7ed0f46e-495a-4b33-9cba-c4c8b6703aa41694421419928NITVANWomenBlackEthnicMotifsPrintedFlaredSleevesBlockPrintMa1.jpg"
28f74f4e-9e4e-338f-b6a3-1bbea0e51f1c,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/29563632/2024/5/16/6b9c17bc-6afc-48ad-aa91-4aa00dfbd1511715844766439EthnicDresses1.jpg"
1d5390a6-f7be-3687-927f-52b1f4a29134,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23788018/2023/6/28/f22eadeb-0def-407a-ad60-56aa659818651687931307371EthnicDresses1.jpg"
35ff8184-a489-3b49-9580-45c1942d336b,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/24953472/2023/9/13/7a0f93f3-e60d-4b3e-8947-835ae664c3e31694592846343EthnicDresses1.jpg"
6555e994-591e-37c6-bce1-f6352ff75f76,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26530556/2024/4/24/bc6ce453-4727-4e59-99f2-09ad79bb2f161713958215257-Sztori-Women-Dresses-2361713958214658-1.jpg"
68eaf3f4-899d-3b61-824e-99e0580a341d,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/27361910/2024/5/30/3bb2adb1-0c91-4069-8474-4a660ed2001e1717063188334-Taavi-Women-Ethnic-Dresses-7281717063187922-1.jpg"
2f9c63bd-56da-3820-a549-c3bbae2241cf,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21257216/2023/1/28/44ced093-2fc1-4538-9e04-e2ba70c2f2931674886274421-Twilldor-Floral-A-Line-Midi-Dress-3861674886273889-3.jpg"
a9e73c85-fac6-3ace-94bf-b6ea8f9c8f2b,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/22954260/2023/4/29/bd64d70e-030a-4ba3-82d4-04c4e3be968d1682741924051StyliNavyBlueCheckedMaxiDress1.jpg"
26b0c451-82b2-3c33-b2b6-58211cf5f49c,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21498192/2023/1/10/14782d56-99f4-4759-862c-76c182c47cf41673355891841GreenDabuPrintLayeredMaxiKurta1.jpg"
7812fe3f-ac28-3c14-8d65-be996be4666e,Pinterest,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/25302242/2023/9/30/cc374092-5f1d-4649-8477-80720641cebd1696070185350HenalWomenMustardYellowGeometricPrintedThreadWorkMaternityAn1.jpg"
